index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
2446	2446	2446	crowd:downward_monotone					Ze loog en ik hou niet van leugenaars.	Ze loog en ik hou niet van leugenaars omdat ze slecht zijn.						entailment
2447	2447	2447	crowd:downward_monotone					Ze loog en ik hou niet van leugenaars.	Ze loog en ik hou niet van leugenaars die mensen misleiden.						entailment
2448	2448	2448	crowd:upward_monotone:reverse					Je kunt geen regenboog hebben zonder een beetje regen.	Je kunt geen kleurenspectrum hebben zonder een beetje regen.						entailment
2449	2449	2449	crowd:upward_monotone:reverse					Je kunt geen regenboog hebben zonder een beetje regen.	Je kunt geen regenboog in de lucht hebben zonder een beetje regen.						entailment
2450	2450	2450	crowd:downward_monotone					Tom draagt geen handschoenen.	Tom draagt geen handschoenen naar de wedstrijd.						entailment
2451	2451	2451	crowd:downward_monotone					Tom draagt geen handschoenen.	Tom draagt geen winterhandschoenen.						entailment
2452	2452	2452	crowd:downward_monotone					Tom draagt geen winterhandschoenen.	Tom draagt geen handschoenen.						neutral
2453	2453	2453	crowd:downward_monotone					Tom draagt geen handschoenen.	Tom draagt geen deftige handschoenen.						entailment
2454	2454	2454	crowd:downward_monotone					Tom draagt geen deftige handschoenen.	Tom draagt geen handschoenen.						neutral
2455	2455	2455	crowd:downward_monotone					Hij heeft geen recht om dit te doen.	Hij heeft geen recht om dit te doen.						entailment
2456	2456	2456	crowd:downward_monotone					Ik word nooit meer verliefd.	Ik word nooit meer verliefd op jou.						entailment
2457	2457	2457	crowd:downward_monotone					Ik word nooit meer verliefd op jou.	Ik word nooit meer verliefd.						neutral
2458	2458	2458	crowd:downward_monotone					We wensten dat we geen toets hoefden te maken in Engels.	We wensten dat we geen toets hoefden te maken in Engelse les.						entailment
2459	2459	2459	crowd:downward_monotone					We wensten dat we geen toets hoefden te maken in Engels.	We wensten dat we geen toets hoefden te maken in moeilijk Engels.						entailment
2460	2460	2460	crowd:downward_monotone					We wensten dat we geen toets hoefden te maken in moeilijk Engels.	We wensten dat we geen toets hoefden te maken in Engels.						neutral
2461	2461	2461	crowd:upward_monotone:reverse					Ik zou niet in Boston kunnen wonen zonder jou.	Ik zou niet in Boston avenue kunnen wonen zonder jou.						entailment
2462	2462	2462	crowd:downward_monotone					Tom had geen water om te drinken.	Tom had geen vers water om te drinken.						entailment
2463	2463	2463	crowd:downward_monotone					Tom had geen vers water om te drinken.	Tom had geen water om te drinken.						neutral
2464	2464	2464	crowd:downward_monotone:lexical_knowledge					Tom kan geen auto rijden.	Tom kan geen automobiel rijden.						entailment
2465	2465	2465	crowd:downward_monotone:lexical_knowledge					Tom kan geen auto rijden.	Tom kan geen auto rijden.						entailment
2466	2466	2466	crowd:downward_monotone:lexical_knowledge					Tom kan geen auto rijden.	Tom kan geen motorvoertuig rijden.						entailment
2467	2467	2467	crowd:upward_monotone:reverse					Het is geen geheim dat Tom het niet met je eens is.	Het is geen groot geheim dat Tom het niet met je eens is.						entailment
2468	2468	2468	crowd:upward_monotone:reverse:npi					Het is geen geheim dat Tom het niet met je eens is.	Het is geen geheim in welke vorm dan ook dat Tom het niet met je eens is.						entailment
2469	2469	2469	crowd:upward_monotone:reverse					Het is geen geheim dat Tom het niet met je eens is.	Het is geen geheim dat Tom het niet met je eens is na valsspelen.						entailment
2470	2470	2470	crowd:downward_monotone					Toms vader keurt het niet goed dat hij lang haar en een baard heeft.	Toms vader keurt het niet goed dat hij lang haar en een getrimde baard heeft.						entailment
2471	2471	2471	crowd:downward_monotone					Toms vader keurt het niet goed dat hij lang haar en een baard heeft.	Toms vader keurt het niet goed dat hij lang haar en een ringbaard heeft.						entailment
2472	2472	2472	crowd:downward_monotone					Wie doornen zaait moet niet verwachten dat hij rozen zal oogsten.	Wie doornen zaait moet niet verwachten dat hij rode rozen zal oogsten.						entailment
2473	2473	2473	crowd:downward_monotone					Wie doornen zaait moet niet verwachten dat hij rozen zal oogsten.	Wie doornen zaait moet niet verwachten dat hij nieuwe rozen zal oogsten.						entailment
2474	2474	2474	crowd:downward_monotone					Wie doornen zaait moet niet verwachten dat hij rozen zal oogsten.	Wie doornen zaait moet niet verwachten dat hij nieuwe oogstrozen zal oogsten.						entailment
2475	2475	2475	crowd:downward_monotone:npi					Wie doornen zaait moet niet verwachten dat hij rozen zal oogsten.	Wie doornen zaait moet niet verwachten dat hij enige rozen zal oogsten.						entailment
2476	2476	2476	crowd:downward_monotone					Wie doornen zaait moet niet verwachten dat hij rozen zal oogsten.	Wie doornen zaait moet niet verwachten dat hij zelfs een enkele roos zal oogsten.						entailment
2477	2477	2477	crowd:downward_monotone					Wie doornen zaait moet niet verwachten dat hij rozen zal oogsten.	Wie doornen zaait moet niet verwachten dat hij zelfs een roos zal oogsten.						entailment
2478	2478	2478	crowd:downward_monotone					Tom praat niet veel.	Tom praat niet veel via telefoon.						entailment
2479	2479	2479	crowd:downward_monotone					Tom praat niet veel via telefoon.	Tom praat niet veel.						neutral
2480	2480	2480	crowd:downward_monotone					Maak alsjeblieft geen foto’s hier.	Maak alsjeblieft geen gebouwfoto’s hier.						entailment
2481	2481	2481	crowd:downward_monotone					Maak alsjeblieft geen gebouwfoto’s hier.	Maak alsjeblieft geen foto’s hier.						neutral
2482	2482	2482	crowd:downward_monotone:lexical_knowledge:npi					Maak alsjeblieft geen foto’s hier.	Maak alsjeblieft geen enkele foto’s hier.						entailment
2483	2483	2483	crowd:downward_monotone					Ze hebben niet genoeg ruimte op de grond om te kamperen.	Ze hebben niet genoeg ruimte op de grond om te kamperen vandaag.						entailment
2484	2484	2484	crowd:downward_monotone:npi					Ze hebben niet genoeg ruimte op de grond om te kamperen.	Ze hebben helemaal niet genoeg ruimte op de grond om te kamperen.						entailment
2485	2485	2485	crowd:downward_monotone					Ze hebben niet genoeg ruimte op de grond om te kamperen.	Ze hebben niet genoeg ruimte op de grond om overlevend te kamperen.						entailment
2486	2486	2486	crowd:downward_monotone					Ze hebben niet genoeg ruimte op de grond om te kamperen.	Ze hebben niet genoeg ruimte op de grond om aangenaam te kamperen.						entailment
2487	2487	2487	crowd:downward_monotone					Ik stel gewoonlijk geen vragen.	Ik stel gewoonlijk geen indiscrete vragen.						entailment
2488	2488	2488	crowd:downward_monotone					Ik stel gewoonlijk geen indiscrete vragen.	Ik stel gewoonlijk geen vragen.						neutral
2489	2489	2489	crowd:downward_monotone					Ik stel gewoonlijk geen vragen.	Ik stel gewoonlijk geen beleidsvragen.						entailment
2490	2490	2490	crowd:downward_monotone					Ik stel gewoonlijk geen beleidsvragen.	Ik stel gewoonlijk geen vragen.						neutral
2491	2491	2491	crowd:downward_monotone:npi					Ik stel gewoonlijk geen vragen.	Ik stel gewoonlijk niemand vragen.						entailment
2492	2492	2492	crowd:downward_monotone					Ik stel gewoonlijk geen vragen.	Ik stel gewoonlijk niet vaak vragen.						entailment
2493	2493	2493	crowd:downward_monotone					Ik stel gewoonlijk niet vaak vragen.	Ik stel gewoonlijk geen vragen.						neutral
2494	2494	2494	crowd:downward_monotone:reverse:disjunction					Raúl kan het niet leuk hebben zonder zijn vrienden.	Raúl kan het niet leuk hebben zonder zijn vrienden of familie.						entailment
2495	2495	2495	crowd:downward_monotone					Je moet geen afval op straat gooien.	Je moet geen gouden afval op straat gooien.						entailment
2496	2496	2496	crowd:downward_monotone					Je moet geen gouden afval op straat gooien.	Je moet geen afval op straat gooien.						neutral
2497	2497	2497	crowd:downward_monotone					Je moet geen afval op straat gooien.	Je moet geen glimmend afval op straat gooien.						entailment
2498	2498	2498	crowd:downward_monotone					Je moet geen glimmend afval op straat gooien.	Je moet geen afval op straat gooien.						neutral
2499	2499	2499	crowd:downward_monotone:lexical_knowledge					Je moet geen afval op straat gooien.	Je moet geen rotzooi op straat gooien.						entailment
2500	2500	2500	crowd:downward_monotone:lexical_knowledge					Je moet geen afval op straat gooien.	Je moet geen prullen op straat gooien.						entailment
2501	2501	2501	crowd:downward_monotone					Ik weet niet veel grappen.	Ik weet niet te veel grappen.						entailment
2502	2502	2502	crowd:downward_monotone:npi					Tom is helemaal niet egoistisch.	Tom is helemaal niet erg egoistisch.						entailment
2503	2503	2503	crowd:downward_monotone					Je kunt niet leven op een eiland.	Je kunt niet leven op een verlaten eiland.						entailment
2504	2504	2504	crowd:downward_monotone					Je kunt niet leven op een verlaten eiland.	Je kunt niet leven op een verlaten eiland.						neutral
2505	2505	2505	crowd:downward_monotone:npi					Hij studeerde helemaal niet.	Hij studeerde helemaal geen Engels.						entailment
2506	2506	2506	crowd:downward_monotone:npi					Hij studeerde helemaal geen Engels.	Hij studeerde helemaal niet.						neutral
2507	2507	2507	crowd:downward_monotone					Tom studeerde nooit af van de middelbare school.	Tom studeerde nooit af van de middelbare school zoals van hem verwacht werd.						entailment
2508	2508	2508	crowd:downward_monotone					Ken is nooit naar New York geweest.	Ken is nooit naar New York city museum geweest.						entailment
2509	2509	2509	crowd:downward_monotone					Ken is nooit naar New York city museum geweest.	Ken is nooit naar New York geweest.						neutral
2510	2510	2510	crowd:downward_monotone					Ken is nooit naar New York geweest.	Ken is nooit naar New York centrum geweest.						entailment
2511	2511	2511	crowd:downward_monotone					Ken is nooit naar New York centrum geweest.	Ken is nooit naar New York geweest.						neutral
2512	2512	2512	crowd:downward_monotone:lexical_knowledge					Je kijkt nu geen TV.	Je kijkt nu geen televisie.						entailment
2513	2513	2513	crowd:downward_monotone:lexical_knowledge					Tom had geen recht om dat te doen.	Tom had geen reden om dat te doen.						entailment
2514	2514	2514	crowd:downward_monotone					Tom had geen recht om dat te doen.	Tom had geen enkel recht om dat te doen.						entailment
2515	2515	2515	crowd:downward_monotone					Tom had geen recht om dat te doen.	Tom had geen echt recht om dat te doen.						entailment
2516	2516	2516	crowd:downward_monotone					Tom had geen echt recht om dat te doen.	Tom had geen recht om dat te doen.						neutral
2517	2517	2517	crowd:downward_monotone:conjunction					Ik heb me nog nooit trotser gevoeld in mijn hele leven.	Ik heb me nog nooit blijer en trotser gevoeld in mijn hele leven.						entailment
2518	2518	2518	crowd:downward_monotone:lexical_knowledge					Ik heb me nog nooit trotser gevoeld in mijn hele leven.	Ik heb me nog nooit tevreden gevoeld in mijn hele leven.						entailment
2519	2519	2519	crowd:downward_monotone					Wetenschappers hebben nog geen vaccin voor kanker gevonden.	Wetenschappers hebben nog geen vaccin voor borstkanker gevonden.						entailment
2520	2520	2520	crowd:downward_monotone					Wetenschappers hebben nog geen vaccin voor borstkanker gevonden.	Wetenschappers hebben nog geen vaccin voor kanker gevonden.						neutral
2521	2521	2521	crowd:downward_monotone					Wetenschappers hebben nog geen vaccin voor kanker gevonden.	Wetenschappers hebben nog geen vaccin voor huidkanker gevonden.						entailment
2522	2522	2522	crowd:downward_monotone					Wetenschappers hebben nog geen vaccin voor huidkanker gevonden.	Wetenschappers hebben nog geen vaccin voor kanker gevonden.						neutral
2523	2523	2523	crowd:downward_monotone					Wetenschappers hebben nog geen vaccin voor kanker gevonden.	Wetenschappers hebben nog geen vaccin voor dikkedarmkanker gevonden.						entailment
2524	2524	2524	crowd:downward_monotone					Wetenschappers hebben nog geen vaccin voor dikkedarmkanker gevonden.	Wetenschappers hebben nog geen vaccin voor kanker gevonden.						neutral
2525	2525	2525	crowd:downward_monotone:lexical_knowledge					Wetenschappers hebben nog geen vaccin voor kanker gevonden.	Wetenschappers hebben nog geen vaccin voor carcinoom gevonden.						entailment
2526	2526	2526	crowd:downward_monotone					Ik hou niet van thee.	Ik hou niet van zwarte thee.						entailment
2527	2527	2527	crowd:downward_monotone					Ik hou niet van zwarte thee.	Ik hou niet van thee.						neutral
2528	2528	2528	crowd:downward_monotone					In het dorp zijn er geen dieven.	In het dorp zijn er geen paardendieven.						entailment
2529	2529	2529	crowd:downward_monotone					In het dorp zijn er geen paardendieven.	In het dorp zijn er geen dieven.						neutral
2530	2530	2530	crowd:downward_monotone:lexical_knowledge					In het dorp zijn er geen dieven.	In het dorp zijn er geen overvallers.						entailment
2531	2531	2531	crowd:downward_monotone					Ze hadden geen alternatieve energiebronnen.	Ze hadden geen alternatieve schone energiebronnen.						entailment
2532	2532	2532	crowd:downward_monotone					Ze hadden geen alternatieve schone energiebronnen.	Ze hadden geen alternatieve energiebronnen.						neutral
2533	2533	2533	crowd:downward_monotone					Ze hadden geen alternatieve energiebronnen.	Ze hadden geen alternatieve elektrische energiebronnen.						entailment
2534	2534	2534	crowd:downward_monotone					Ze hadden geen alternatieve elektrische energiebronnen.	Ze hadden geen alternatieve energiebronnen.						neutral
2535	2535	2535	crowd:downward_monotone					Ze hadden geen alternatieve energiebronnen.	Ze hadden geen alternatieve gasenergiebronnen.						entailment
2536	2536	2536	crowd:downward_monotone					Ze hadden geen alternatieve gasenergiebronnen.	Ze hadden geen alternatieve energiebronnen.						neutral
2537	2537	2537	crowd:downward_monotone:lexical_knowledge					Ze hadden geen alternatieve energiebronnen.	Ze hadden geen alternatieve stroombronnen.						entailment
2538	2538	2538	crowd:downward_monotone					Ze draagt geen strings.	Ze draagt geen witte strings.						entailment
2539	2539	2539	crowd:downward_monotone					Ze draagt geen witte strings.	Ze draagt geen strings.						neutral
2540	2540	2540	crowd:downward_monotone					Ze draagt geen strings.	Ze draagt geen kleine strings.						entailment
2541	2541	2541	crowd:downward_monotone					Ze draagt geen kleine strings.	Ze draagt geen strings.						neutral
2542	2542	2542	crowd:downward_monotone					Ze draagt geen strings.	Ze draagt geen oncomfortabele strings.						entailment
2543	2543	2543	crowd:downward_monotone					Ze draagt geen oncomfortabele strings.	Ze draagt geen strings.						neutral
2544	2544	2544	crowd:downward_monotone					Ik heb nog nooit geprobeerd een boek te vertalen.	Ik heb nog nooit geprobeerd een wetenschappelijk boek te vertalen.						entailment
2545	2545	2545	crowd:downward_monotone					Ik heb nog nooit geprobeerd een wetenschappelijk boek te vertalen.	Ik heb nog nooit geprobeerd een boek te vertalen.						neutral
2546	2546	2546	crowd:downward_monotone					Ik heb nog nooit geprobeerd een boek te vertalen.	Ik heb nog nooit geprobeerd een boek met zo veel bladzijdes te vertalen.						entailment
2547	2547	2547	crowd:downward_monotone					Ik heb nog nooit geprobeerd een boek met zo veel bladzijdes te vertalen.	Ik heb nog nooit geprobeerd een boek te vertalen.						neutral
2548	2548	2548	crowd:downward_monotone					Ik heb nog nooit geprobeerd een boek te vertalen.	Ik heb nog nooit geprobeerd een boek bestaand uit gedichten te vertalen.						entailment
2549	2549	2549	crowd:downward_monotone					Ik heb nog nooit geprobeerd een boek bestaand uit gedichten te vertalen.	Ik heb nog nooit geprobeerd een boek te vertalen.						neutral
2550	2550	2550	crowd:downward_monotone					De kat bewoog geen spier.	De kat bewoog geen beenspier.						entailment
2551	2551	2551	crowd:downward_monotone					De kat bewoog geen beenspier.	De kat bewoog geen spier.						neutral
2552	2552	2552	crowd:downward_monotone					De kat bewoog geen spier.	De kat bewoog geen kuitspier.						entailment
2553	2553	2553	crowd:downward_monotone					De kat bewoog geen kuitspier.	De kat bewoog geen spier.						neutral
2554	2554	2554	crowd:downward_monotone					Ik hoop dat je niet meteen resultaten verwacht.	Ik hoop dat je niet meteen perfecte resultaten verwacht.						entailment
2555	2555	2555	crowd:downward_monotone					Ik hoop dat je niet meteen perfecte resultaten verwacht.	Ik hoop dat je niet meteen resultaten verwacht.						neutral
2556	2556	2556	crowd:downward_monotone					Ik hoop dat je niet meteen resultaten verwacht.	Ik hoop dat je niet meteen duidelijke resultaten verwacht.						entailment
2557	2557	2557	crowd:downward_monotone					Ik hoop dat je niet meteen duidelijke resultaten verwacht.	Ik hoop dat je niet meteen resultaten verwacht.						neutral
2558	2558	2558	crowd:downward_monotone:lexical_knowledge					Ik hoop dat je niet meteen resultaten verwacht.	Ik hoop dat je niet meteen oplossingen verwacht.						entailment
2559	2559	2559	crowd:downward_monotone:lexical_knowledge					Ik hoop dat je niet meteen resultaten verwacht.	Ik hoop dat je niet meteen antwoorden verwacht.						entailment
2560	2560	2560	crowd:downward_monotone					Ik hoop dat je niet meteen resultaten verwacht.	Ik hoop niet dat je de resultaten verwacht die we niet meteen vinden.						entailment
2561	2561	2561	crowd:downward_monotone					Ik hoop niet dat je resultaten verwacht die we niet meteen vinden.	Ik hoop dat je niet meteen de resultaten verwacht.						neutral
2562	2562	2562	crowd:downward_monotone					Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.	Op deze school zijn er geen slechte cijfers en studenten hebben geen huiswerk.						entailment
2563	2563	2563	crowd:downward_monotone					Op deze school zijn er geen slechte cijfers en studenten hebben geen huiswerk.	Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.						neutral
2564	2564	2564	crowd:downward_monotone					Losstaande reflectie kan niet geeist worden in het bijzijn van een geheven mes.	Losstaande reflectie kan niet geeist worden in het bijzijn van een geheven keukenmes.						entailment
2565	2565	2565	crowd:downward_monotone					Losstaande reflectie kan niet geeist worden in het bijzijn van een geheven keukenmes.	Losstaande reflectie kan niet geeist worden in het bijzijn van een geheven mes.						neutral
2566	2566	2566	crowd:downward_monotone					Losstaande reflectie kan niet geeist worden in het bijzijn van een geheven mes.	Losstaande reflectie kan niet geeist worden in het bijzijn van een geheven scherp mes.						entailment
2567	2567	2567	crowd:downward_monotone					Losstaande reflectie kan niet geeist worden in het bijzijn van een geheven scherp mes.	Losstaande reflectie kan niet geeist worden in het bijzijn van een geheven mes.						neutral
2568	2568	2568	crowd:downward_monotone					Losstaande reflectie kan niet geeist worden in het bijzijn van een geheven mes.	Losstaande reflectie kan niet geeist worden in het bijzijn van een geheven slagersmes.						entailment
2569	2569	2569	crowd:downward_monotone					Losstaande reflectie kan niet geeist worden in het bijzijn van een geheven slagersmes.	Losstaande reflectie kan niet geeist worden in het bijzijn van een geheven mes.						neutral
2570	2570	2570	crowd:downward_monotone					Mijn vader steekt geen vinger uit thuis.	Mijn vader steekt geen vinger uit om zijn kamer schoon te maken thuis.						entailment
2571	2571	2571	crowd:downward_monotone					Mijn vader steekt geen vinger uit om zijn kamer schoon te maken thuis.	Mijn vader steekt geen vinger uit thuis.						neutral
2572	2572	2572	crowd:downward_monotone					Ik heb nog niet genoeg materiaal verzameld om een boek te schrijven.	Ik heb nog niet genoeg materiaal verzameld om een geschiedenisboek te schrijven.						entailment
2573	2573	2573	crowd:downward_monotone					Ik heb nog niet genoeg materiaal verzameld om een geschiedenisboek te schrijven.	Ik heb nog niet genoeg materiaal verzameld om een boek te schrijven.						neutral
2574	2574	2574	crowd:downward_monotone:lexical_knowledge					Tom had geen keuze dan Mary te volgen.	Tom had geen manier dan Mary te volgen.						entailment
2575	2575	2575	crowd:downward_monotone:lexical_knowledge					Tom had geen keuze dan Mary te volgen.	Tom had geen mogelijkheid dan Mary te volgen.						entailment
2576	2576	2576	crowd:downward_monotone					Tom had geen keuze dan Mary te volgen.	Tom had geen tweede keuze dan Mary te volgen.						entailment
2577	2577	2577	crowd:downward_monotone					Tom had geen keuze dan Mary te volgen.	Tom had geen alternatieve keuze dan Mary te volgen.						entailment
2578	2578	2578	crowd:downward_monotone					Tom had geen keuze dan Mary te volgen.	Tom had geen betere keuze dan Mary te volgen.						entailment
2579	2579	2579	crowd:downward_monotone					Tom had geen keuze dan Mary te volgen.	Tom had geen andere optie dan Mary te volgen.						entailment
2580	2580	2580	crowd:downward_monotone					Tom spendeerde de hele middag geen aandacht aan Mary.	Tom spendeerde de hele dag geen aandacht aan Mary.						neutral
2581	2581	2581	crowd:downward_monotone					Tom spendeerde de hele dag geen aandacht aan Mary.	Tom spendeerde de hele middag geen aandacht aan Mary.						entailment
2582	2582	2582	crowd:downward_monotone:conjunction					Tom spendeerde de hele middag geen aandacht aan Mary en Jim.	Tom spendeerde de hele middag geen aandacht aan Mary.						entailment
2583	2583	2583	crowd:downward_monotone:conjunction					Tom spendeerde de hele middag geen aandacht aan Mary.	Tom spendeerde de hele middag geen aandacht aan Mary en Jim.						neutral
2584	2584	2584	crowd:downward_monotone					Tom spendeerde de hele middag geen aandacht aan Mary.	Tom spendeerde de hele middag geen haastige aandacht aan Mary.						entailment
2585	2585	2585	crowd:upward_monotone:reverse					Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.	Op deze school zijn er geen cijfers en studenten hebben geen extra huiswerk.						entailment
2586	2586	2586	crowd:upward_monotone:reverse					Op deze school zijn er geen cijfers en studenten hebben geen extra huiswerk.	Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.						neutral
2587	2587	2587	crowd:upward_monotone:reverse					Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.	Op deze school zijn er geen cijfers en studenten hebben geen zomerhuiswerk.						entailment
2588	2588	2588	crowd:upward_monotone:reverse					Op deze school zijn er geen cijfers en studenten hebben geen zomerhuiswerk.	Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.						neutral
2589	2589	2589	crowd:upward_monotone:reverse					Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.	Op deze school zijn er geen cijfers en studenten hebben geen moeilijk huiswerk.						entailment
2590	2590	2590	crowd:upward_monotone:reverse					Op deze school zijn er geen cijfers en studenten hebben geen moeilijk huiswerk.	Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.						neutral
2591	2591	2591	crowd:upward_monotone:reverse:conjunction					Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.	Op deze school zijn er geen cijfers en studenten hebben geen huiswerk en toetsen.						neutral
2592	2592	2592	crowd:upward_monotone:reverse:conjunction					Op deze school zijn er geen cijfers en studenten hebben geen huiswerk en toetsen.	Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.						entailment
2593	2593	2593	crowd:upward_monotone:reverse					Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.	Op deze school zijn er geen cijfers en studenten hebben geen college om thuis te doen.						entailment
2594	2594	2594	crowd:upward_monotone:reverse					Op deze school zijn er geen cijfers en studenten hebben geen college om thuis te doen.	Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.						neutral
2595	2595	2595	crowd:upward_monotone:reverse:lexical_knowledge					Op deze school zijn er geen cijfers en studenten hebben geen huiswerk.	Op deze school zijn er geen cijfers en studenten hebben geen opdrachten.						entailment
2596	2596	2596	crowd:downward_monotone					Chris had geen auto om te rijden.	Chris had geen auto om naar werk te rijden.						entailment
2597	2597	2597	crowd:downward_monotone					Chris had geen auto om naar werk te rijden.	Chris had geen auto om te rijden.						neutral
2598	2598	2598	crowd:downward_monotone					Ik luister nooit naar vieze grappen.	Ik luister nooit naar vieze lelijke grappen.						entailment
2599	2599	2599	crowd:downward_monotone					Ik luister nooit naar vieze lelijke grappen.	Ik luister nooit naar vieze grappen.						neutral
2600	2600	2600	crowd:downward_monotone:lexical_knowledge					Ik luister nooit naar vieze grappen.	Ik luister nooit naar vieze woordgrappen.						entailment
2601	2601	2601	crowd:downward_monotone					Ze maakt niet altijd een reis naar Frankrijk in de zomer.	Ze maakt niet altijd een reis naar Marseille,  Frankrijk in de zomer.						entailment
2602	2602	2602	crowd:downward_monotone					Ze maakt niet altijd een reis naar Marseille,  Frankrijk in de zomer.	Ze maakt niet altijd een reis naar Frankrijk in de zomer.						neutral
2603	2603	2603	crowd:downward_monotone					Ze maakt niet altijd een reis naar Frankrijk in de zomer.	Ze maakt niet altijd een reis naar centraal Frankrijk in de zomer.						entailment
2604	2604	2604	crowd:downward_monotone					Ze maakt niet altijd een reis naar centraal Frankrijk in de zomer.	Ze maakt niet altijd een reis naar Frankrijk in de zomer.						neutral
2605	2605	2605	crowd:downward_monotone					Ze maakt niet altijd een reis naar Frankrijk in de zomer.	Ze maakt niet altijd een reis naar continentaal Frankrijk in de zomer.						entailment
2606	2606	2606	crowd:downward_monotone					Ze maakt niet altijd een reis naar continentaal Frankrijk in de zomer.	Ze maakt niet altijd een reis naar Frankrijk in de zomer.						neutral
2607	2607	2607	crowd:downward_monotone					Ze kan niet weg zijn op vakantie.	Ze kan niet weg zijn op universiteitsvakantie.						entailment
2608	2608	2608	crowd:downward_monotone					Ze kan niet weg zijn op universiteitsvakantie.	Ze kan niet weg zijn op vakantie.						neutral
2609	2609	2609	crowd:downward_monotone					Ze kan niet weg zijn op vakantie.	Ze kan niet weg zijn op een vakantie in Tanzania.						entailment
2610	2610	2610	crowd:downward_monotone					Ze kan niet weg zijn op vakantie in Tanzania.	Ze kan niet weg zijn op een vakantie.						neutral
2611	2611	2611	crowd:downward_monotone					Ze kan niet weg zijn op vakantie.	Ze kan niet weg zijn op een lange vakantie.						entailment
2612	2612	2612	crowd:downward_monotone					Ze kan niet weg zijn op een lange vakantie.	Ze kan niet weg zijn op vakantie.						neutral
2613	2613	2613	crowd:downward_monotone					Ze kan niet weg zijn op vakantie.	Ze kan niet weg zijn op vakantie in Europa.						entailment
2614	2614	2614	crowd:downward_monotone					Ze kan niet weg zijn op vakantie in Europa.	Ze kan niet weg zijn op vakantie.						neutral
2615	2615	2615	crowd:downward_monotone					Mijn boom had een paar bloesems maar geen fruit.	Mijn boom had een paar bloesems maar geen vruchten om te eten.						entailment
2616	2616	2616	crowd:downward_monotone					Mijn boom had een paar bloesems maar geen fruit om te eten.	Mijn boom had een paar bloesems maar geen vruchten.						neutral
2617	2617	2617	crowd:downward_monotone					Mijn boom had een paar bloesems maar geen fruit.	Mijn boom had een paar bloesems maar geen rijp fruit.						entailment
2618	2618	2618	crowd:downward_monotone					Mijn boom had een paar bloesems maar geen rijp fruit.	Mijn boom had een paar bloesems maar geen fruit.						neutral
2619	2619	2619	crowd:downward_monotone					We hebben nog niet genoeg informatie om een beslissing te maken.	We hebben nog niet genoeg informatie om een laatste beslissing te maken.						entailment
2620	2620	2620	crowd:downward_monotone					We hebben nog niet genoeg informatie om een beslissing te maken.	We hebben nog niet genoeg informatie om de juiste beslissing te maken.						entailment
2621	2621	2621	crowd:downward_monotone					We hebben nog niet genoeg informatie om een beslissing te maken.	We hebben nog steeds niet genoeg informatie om een weloverwogen beslissing te maken.						entailment
2622	2622	2622	crowd:downward_monotone					Het meenemen van de groep kinderen naar de bibliotheek was geen probleem.	Het meenemen van de groep kinderen naar de bibliotheek was geen enorm probleem.						entailment
2623	2623	2623	crowd:downward_monotone					Het meenemen van de groep kinderen naar de bibliotheek was geen probleem.	Het meenemen van de groep kinderen naar de bibliotheek was geen discipline probleem.						entailment
2624	2624	2624	crowd:downward_monotone					Het meenemen van de groep kinderen naar de bibliotheek was geen probleem.	Het meenemen van de groep kinderen naar de bibliotheek was geen groot probleem.						entailment
2625	2625	2625	crowd:downward_monotone:npi					Het meenemen van de groep kinderen naar de bibliotheek was geen probleem.	Het meenemen van de groep kinderen naar de bibliotheek was helemaal geen probleem.						entailment
2626	2626	2626	crowd:downward_monotone					Het meenemen van de groep kinderen naar de bibliotheek was geen probleem.	Het meenemen van de groep kinderen naar de bibliotheek was geen probleem voor ons.						entailment
2627	2627	2627	crowd:downward_monotone:conditionals					Als het menselijk leven convex is, kunnen we het optimaliseren.	Als het menselijk moeilijk leven convex is, kunnen we het optimaliseren.						entailment
2628	2628	2628	crowd:downward_monotone					Ik heb nog nooit een verkeersongeluk gehad.	Ik heb nog nooit een verkeersongeluk gehad in de avond.						entailment
2629	2629	2629	crowd:downward_monotone					Ik heb nog nooit een verkeersongeluk gehad in de avond.	Ik heb nog nooit een verkeersongeluk gehad.						neutral
2630	2630	2630	crowd:downward_monotone:lexical_knowledge					Ik heb nog nooit een verkeersongeluk gehad.	Ik heb nog nooit een verkeersongeluk gehad.						entailment
2631	2631	2631	crowd:downward_monotone:lexical_knowledge					Ik heb nog nooit een verkeersongeluk gehad.	Ik heb nog nooit een verkeersongeval gehad.						entailment
